Sort,nt_acc,genome_segment_length_bp
11512,AJ441111.1,3021.0
9701,KX884788.1,1582.0
6429,D00509.2,1049.0
6446,KF234267.1,1034.0
4903,AF273215.1,3873.0
12760,AB289914.1,2060.0
10711,KC859319.1,990.0
9695,MT153542.1,6583.0
6447,KJ495763.1,1051.0
8981,KF360971.1,993.0
6461,KX756621.1,1108.0
12723,AJ632322.1,19161.0
7269,AJ245641.1,1349.0
6455,X77257.1,1063.0
6441,AB018090.1,1059.0
6442,DQ248062.1,1071.0
6480,MH327943.1,1850.0
11787,GU356394.1,11684.0
5306,KY052047.1,3018.0
6780,AF252265.1,1005.0
6481,KX989546.1,1857.0
9705,KX884777.1,1580.0
6468,AY317105.1,1208.0
10712,KC859318.1,1008.0
5314,MH973742.1,3033.0
6479,AF282475.1,1884.0
6478,AF000720.1,1884.0
7147,AF013368.1,1011.0
7145,AF013365.1,1011.0
7194,AF013369.1,1011.0
7148,AF013370.1,1011.0
7193,AF013394.1,1011.0
7192,AF013402.1,1011.0
7149,AF013371.1,1011.0
7206,AF013401.1,1011.0
6449,AY701517.1,1082.0
7266,EU826138.1,1433.0
7276,Y08700.1,1017.0
7275,AF245003.1,1390.0
7272,AF318942.1,1433.0
7271,AY721615.1,1433.0
6467,AY701345.1,1208.0
7270,AY324870.1,1434.0
7281,EU236149.1,1422.0
7279,FJ803923.2,1421.0
7278,AB056572.1,1421.0
6435,FJ183392.1,1080.0
6446,KF234266.1,1158.0
6444,HQ842627.1,1103.0
9698,MN513374.1,1040.0
10227,MH933735.1,41178.0
7171,AF013407.1,1026.0
11667,AJ000387.1,8435.0
6440,JQ610682.1,1089.0
9463,KM817702.1,12336.0
9913,KU751818.1,1099.0
7137,AF013362.1,1032.0
7159,AF013405.1,1032.0
7139,AF013375.1,1032.0
7187,AF013360.1,1035.0
7163,AF013397.1,1035.0
7164,AF013377.1,1035.0
6473,KC201175.1,1124.0
9709,KM817758.1,2111.0
7172,AF013384.1,1035.0
6504,DQ087283.1,1151.0
7208,AF013413.1,1035.0
7140,AF013390.1,1038.0
7138,AF013366.1,1038.0
6439,JQ610672.1,1108.0
11665,AJ009736.1,7411.0
6466,AF052023.1,1259.0
6454,AY238392.1,1179.0
5233,MH500307.1,2855.0
8838,AB195968.1,15384.0
6504,DQ087282.1,1171.0
9710,KX650647.1,1628.0
6441,AB014727.1,1151.0
137,AF283477.2,3623.0
9693,MW434660.1,6614.0
9215,KX884033.1,1320.0
9686,MT153364.1,6861.0
6439,JQ610671.1,1166.0
6434,AM744983.1,1162.0
6429,X06463.1,1156.0
10587,JF416935.1,1051.0
6471,KC588383.1,1122.0
6447,KJ495761.1,1165.0
6436,JQ070382.1,1175.0
6446,KF234265.1,1125.0
6475,HM989938.1,1118.0
6440,JQ610681.1,1166.0
6477,EF589106.1,1125.0
6435,FJ183391.1,1175.0
5213,MG641190.1,3028.0
6430,KF624620.1,1162.0
6436,JQ070383.1,1128.0
6444,HQ842626.1,1171.0
8835,AF178654.1,15456.0
5071,KJ641724.1,1880.0
8836,KT215610.1,15618.0
6514,X82046.1,1240.0
6472,AF403406.1,1130.0
8839,EU326526.1,15462.0
6442,DQ248063.1,1180.0
6428,D12533.1,1179.0
6528,AF059727.1,1150.0
4482,KP071318.1,7369.0
6445,KP268811.1,1169.0
6541,KC795573.1,1141.0
6429,D00500.1,1125.0
6433,KC853049.1,1176.0
6432,KP268790.1,1180.0
6449,AY701516.1,1191.0
9913,KU751817.1,1250.0
4867,EU233812.1,4139.0
9342,KF581134.1,1068.0
9864,KU933937.1,1241.0
6437,HM543471.1,1181.0
6534,AF368037.1,1204.0
7284,GU991616.1,6155.0
9738,KM817750.1,1698.0
9751,MN752231.1,1510.0
6437,HM543472.1,1172.0
6434,AM744985.1,1143.0
9200,JN192445.1,17187.0
6535,AY357733.1,1185.0
6537,AF059722.1,1185.0
6536,JF811583.1,1184.0
10297,MH714707.1,9816.0
6473,KC201173.1,1556.0
9912,KM817696.2,11563.0
12759,AB291173.1,3573.0
6435,FJ183390.1,1181.0
9923,FJ861696.1,1229.0
6492,EU201042.1,1235.0
8787,FJ231524.1,15480.0
9684,KP710246.1,6938.0
4868,X74945.1,4176.0
8795,EU910942.1,15438.0
8790,KC333050.1,15312.0
8797,KY511044.1,15180.0
8543,KX883991.1,1760.0
8792,AY562991.1,15186.0
8761,KM817644.1,9591.0
6533,JX204746.1,1196.0
6532,KX263316.1,1098.0
8786,MK677430.1,16914.0
6531,HM159622.1,1196.0
6431,KP268801.1,1177.0
8794,MF594598.1,15408.0
12769,AF361487.1,12098.0
8793,KY452443.1,14931.0
6428,M69090.1,1166.0
6539,EU189201.1,1205.0
6538,AB914768.1,1205.0
6533,JX204745.1,1198.0
6532,KX263315.1,1101.0
6531,HM159621.1,1198.0
8791,LC041132.1,16146.0
6537,AF059726.1,1192.0
6539,EU189202.1,1201.0
6540,KF692097.1,1202.0
6538,AB914769.1,1201.0
6525,KF809671.1,1191.0
6526,JX478268.2,1202.0
6526,JX478269.1,1191.0
6527,JX145336.1,1202.0
6527,JX145337.1,1191.0
6525,KF809670.1,1203.0
6536,JF811582.1,1192.0
6523,FR694199.1,1202.0
6523,FR694200.1,1192.0
8798,EU877976.1,15054.0
6524,AY444910.1,1104.0
6535,AY357732.1,1192.0
6540,KF692098.1,1201.0
6529,GQ258985.1,1203.0
8779,HM147142.3,15456.0
6428,U33000.1,1169.0
6432,KP268791.1,1167.0
8778,FJ215863.2,15342.0
6457,JQ920001.1,1309.0
6456,GU733449.1,1242.0
6447,KJ495762.1,1185.0
6542,KC852162.1,1211.0
6543,KT696556.1,1207.0
6433,KC853048.1,1187.0
11688,AF030881.2,5645.0
12759,AY547319.1,4692.0
6530,KU198610.1,1209.0
8565,BK059306.1,10646.0
6434,AM744984.1,1186.0
12666,MK012446.1,1801.0
8785,KX932454.2,14964.0
8799,EU782025.1,16182.0
12759,AY563519.1,5254.0
6445,KP268810.1,1207.0
8545,KX883993.1,1625.0
8796,KY452444.1,15017.0
6443,AF145405.1,1256.0
6490,AF389459.1,1250.0
6498,DQ178180.1,1268.0
6499,KC588363.1,1268.0
8549,KX883999.1,1601.0
8789,KY452442.1,14926.0
9699,MZ209989.1,1953.0
6431,KP268800.1,1230.0
12759,AY577429.1,4351.0
9711,KM817753.2,1700.0
6529,GQ258984.1,1231.0
6542,KC852160.1,1281.0
12036,X77616.1,1686.0
9916,JQ922310.1,1219.0
9691,KM817759.1,2208.0
6484,KR704202.1,1328.0
6483,AF389469.1,1332.0
6485,AY211092.1,1332.0
6543,KT696555.1,1274.0
9683,MN982386.1,7740.0
6454,AY238389.1,1269.0
6458,HQ403604.1,1267.0
6530,KU198609.1,1277.0
9284,JQ717262.1,3368.0
6455,AJ132204.1,1270.0
6470,AF450319.1,1186.0
9918,AF404342.1,1323.0
9884,MT241519.1,1364.0
6455,X59843.2,1353.0
6459,DQ113901.1,1307.0
6460,KM369896.2,1278.0
9702,KJ434184.1,2212.0
6459,DQ113902.1,1287.0
6457,HQ403603.1,1314.0
6528,AF059723.1,1253.0
6453,DQ838650.2,1356.0
12760,AB289945.1,2548.0
11661,Z24451.1,7060.0
6456,GU733448.1,1353.0
7264,X15961.1,1335.0
6514,X82047.1,1318.0
6461,KX756619.1,1322.0
9742,KU230450.1,1404.0
6455,AJ132203.1,1350.0
9862,KM048312.1,1815.0
7258,X15960.1,1305.0
12760,AB289994.1,3403.0
6493,KC588374.1,1504.0
7260,JF461542.1,1365.0
7259,X15959.1,1400.0
6444,HQ842625.1,1357.0
7261,EF690538.1,1383.0
7262,GQ342966.1,1416.0
9696,MN661021.1,6428.0
11669,M32662.1,7510.0
8590,KM817611.1,11395.0
6472,AF403405.1,1297.0
6448,U56992.1,1236.0
6529,GQ258983.1,1316.0
6528,AF059719.1,1311.0
11676,AJ133521.1,9085.0
6477,EF589105.1,1305.0
11663,X03431.1,6995.0
6542,KC852159.1,1314.0
6540,KF692096.1,1325.0
6543,KT696554.1,1315.0
6523,FR694198.1,1324.0
6539,EU189200.1,1325.0
6538,AB914767.1,1325.0
6530,KU198608.1,1322.0
11746,DQ237904.1,1248.0
8605,KM817605.1,4788.0
6526,JX478267.1,1324.0
6527,JX145335.1,1326.0
6537,AF059718.1,1322.0
6536,JF811581.1,1322.0
6525,KF809669.1,1324.0
6535,AY357731.1,1322.0
6471,KC588382.1,1315.0
6470,AF450321.1,1317.0
6475,HM989937.1,1317.0
8609,KM817596.1,4426.0
6531,HM159620.1,1331.0
6534,AF368036.1,1331.0
6533,JX204744.1,1331.0
6473,KC201174.1,1320.0
6532,KX263314.1,1257.0
9913,KU751816.1,1371.0
4850,HQ613271.1,4926.0
6541,KC795572.1,1329.0
8570,KM817608.1,2343.0
9405,KX884760.1,2579.0
9335,JX465422.1,1564.0
11725,M14008.1,2630.0
9290,KF297880.1,3399.0
9334,KX845678.1,1269.0
6490,AF389458.1,1391.0
9753,MN661013.1,1492.0
12101,DQ460220.1,1276.0
6465,AF134521.1,1408.0
11689,U09586.1,8630.0
6462,AF134518.1,1671.0
6463,AF168006.1,1671.0
9285,KX527575.1,3400.0
9289,KC508669.1,3351.0
8673,MW826497.1,15623.0
9283,JQ717264.1,3482.0
9336,KM102247.1,1935.0
9340,KY662273.1,1743.0
4901,GU371276.1,6085.0
8571,KM817607.1,2291.0
9378,FJ532244.1,1926.0
9353,DQ285046.1,1972.0
9386,HM015223.1,1830.0
9352,JX465411.1,1804.0
9355,DQ285566.1,1986.0
9351,EF543524.1,1833.0
9380,FJ539166.1,1705.0
9370,AY267347.1,1859.0
9371,AB620100.1,2006.0
9372,U11427.1,1896.0
9365,HQ834695.1,1754.0
9373,AB620103.1,1980.0
9374,AB620106.1,1869.0
9375,KF481954.1,1960.0
9377,JQ611712.1,1946.0
9391,L37904.1,2060.0
4880,MK513528.1,3871.0
9347,L36929.1,1958.0
9341,AF291702.1,1871.0
9348,DQ256126.1,1943.0
9343,AF482714.1,1938.0
9344,AF482715.1,1919.0
9392,U09488.1,2078.0
9338,KR072621.1,1825.0
9286,KR870012.1,3433.0
9346,KC880341.1,1526.0
9359,JF920150.1,1649.0
9400,JX465423.1,1686.0
9362,M14626.1,1696.0
9339,KU950713.1,1830.0
9366,KJ857341.1,1597.0
9364,AY675349.1,1695.0
9363,KC136244.1,1699.0
9354,JF796022.1,1725.0
9395,AM998808.2,1567.0
9385,MK165655.1,1290.0
9394,KC490918.1,1816.0
9387,JQ082300.1,1746.0
9388,KY651020.1,1641.0
9389,AY273791.1,1769.0
9390,KC344252.1,1774.0
9356,AJ410615.1,1673.0
9350,KX551960.1,1829.0
8981,KF360970.1,1290.0
10588,KF040080.1,1293.0
9399,KP013568.1,1796.0
9349,KC631782.1,1731.0
6509,D14691.1,1430.0
12759,AY556384.1,4442.0
8607,KX884425.1,3958.0
9393,MK883756.1,1302.0
9345,EU929072.1,1710.0
9384,JX028273.1,1831.0
9361,EU072480.1,1873.0
9383,AB675463.1,1832.0
9367,KJ857342.1,1845.0
9368,AJ011646.1,1951.0
9382,M32750.1,1784.0
8548,KX884003.1,1803.0
9360,KT899701.1,1813.0
9288,KR870013.1,3455.0
6442,DQ248065.1,1613.0
8574,KM817610.1,12004.0
9287,KR870015.1,3465.0
9402,AY526097.1,1530.0
6449,AY701515.1,1504.0
9708,KM817748.1,1808.0
9401,KJ420559.1,1567.0
6514,X82048.1,1652.0
4858,L32896.1,6039.0
6534,AF368035.1,1423.0
9369,HM756286.1,2107.0
11662,X01472.1,7439.0
12678,MK012471.1,1921.0
9873,KM817744.1,2185.0
11729,Y00302.1,2428.0
9743,MF141053.1,2496.0
9918,AF404343.2,1474.0
9688,MW274743.1,6615.0
9757,KX884801.1,1579.0
8612,KX884458.1,11119.0
12095,AF249332.2,1344.0
6484,KR815454.1,1501.0
6483,AF389468.1,1501.0
6485,AY180906.1,1501.0
9930,HM627173.1,1387.0
9337,MH499470.1,1788.0
4846,AY033435.1,5076.0
11664,M12927.1,7469.0
8546,KX883997.1,1653.0
4847,AF375296.1,5002.0
9738,KM817751.1,1889.0
4848,AY665654.1,5039.0
8567,KY053857.1,14130.0
9914,J02146.1,1413.0
9934,X96872.1,1418.0
9258,FJ952384.1,3189.0
6531,HM159619.1,1416.0
8562,MW039254.1,14106.0
11895,AY197700.1,3808.0
4849,JX110122.1,5053.0
9920,KX882074.1,1467.0
9913,KU751815.1,1471.0
12759,AB291189.1,4461.0
9929,GU969311.1,1478.0
11897,L63545.1,102653.0
12403,Y08294.1,2108.0
8550,KX884005.1,1730.0
9928,MH880291.1,1480.0
12675,MK012497.1,1973.0
6443,AF145404.1,1463.0
9931,LC320127.1,1482.0
11935,FR677325.1,1626.0
11934,KU507317.1,1392.0
9919,KX882066.1,1495.0
9754,MN167502.1,1645.0
9927,MN241412.1,1496.0
9933,MN095543.1,1480.0
6533,JX204737.1,1453.0
11461,FJ571066.1,3875.0
9935,KC506160.1,1542.0
8547,KX883995.1,1883.0
11660,U60529.1,7698.0
6532,KX263313.1,1413.0
8544,KX884001.1,1866.0
4898,KX272741.1,4222.0
11471,FJ890355.1,3990.0
9932,KX949588.1,1561.0
9228,MH483029.1,3307.0
9227,MH483024.1,3322.0
4900,MG543471.1,3999.0
4865,KY214444.1,4105.0
9408,MT153554.1,12550.0
9223,MH483041.1,3336.0
9231,MW091473.1,3378.0
9222,KR870017.2,3377.0
6467,AY701343.1,1870.0
9226,OM456563.1,3350.0
9868,KM817736.1,1762.0
9224,MH483026.1,3396.0
9362,M14627.1,3616.0
9249,AY129247.1,3343.0
9439,KT820207.1,1630.0
9229,MH483031.1,3433.0
9230,MH483043.1,3388.0
9447,KU925484.1,1440.0
9414,KU925442.1,1645.0
9448,KU925496.1,1638.0
9912,KM817757.2,1942.0
9877,M17417.1,3229.0
9245,AF512832.1,3332.0
9919,KX882065.1,1605.0
9277,AF228063.1,3316.0
9920,KX882073.1,1601.0
9280,EU123328.1,3346.0
9235,AF485256.1,3341.0
9412,KP792746.1,1443.0
9442,DQ211638.1,1659.0
9429,U88410.1,1672.0
9441,KM464724.1,1590.0
11682,X56645.1,10653.0
9237,AY924391.1,3339.0
9454,MN792653.1,1452.0
9431,KM817734.1,1969.0
9425,AF434161.1,1716.0
4583,X74467.1,7439.0
4890,KY312550.1,4274.0
9411,EU257626.1,1694.0
4879,KX907333.1,4284.0
9242,EU260463.1,3357.0
9436,KP792743.1,1455.0
9430,KP406725.1,1677.0
9433,LC008510.1,1699.0
9432,KF892057.1,1754.0
9233,KY432893.1,3341.0
9440,MN972596.1,1458.0
9462,KM817737.1,2171.0
9275,AF485263.1,3533.0
9278,EF619035.1,3428.0
9281,EF619034.1,3359.0
9396,L08756.1,3613.0
9435,KR537449.1,1787.0
9346,KC880347.1,1458.0
6468,AY317103.1,1865.0
9428,KR534876.1,1608.0
9450,MT328777.1,1881.0
9381,X55129.1,3707.0
9239,U41071.1,3366.0
9236,MF317490.1,3400.0
9253,MZ065541.1,3421.0
9266,EU914103.1,3383.0
9265,AY772170.1,3427.0
9248,KJ855308.1,3345.0
9246,MT078838.1,3347.0
9456,KM817745.1,1790.0
9452,KM817743.1,1840.0
9698,MN513375.1,2095.0
9271,AY342390.1,3380.0
9446,MK896466.1,1630.0
9254,J04324.1,3402.0
9260,AB972430.1,3383.0
9259,AB586644.1,3377.0
9276,KJ909794.1,3337.0
10119,KX884062.1,1564.0
9257,KC669698.1,3344.0
9241,KP050227.1,3383.0
9416,KP792707.1,1479.0
9252,MK935153.1,3369.0
9273,AB972428.1,3410.0
9263,KM272987.1,3360.0
9424,KU933935.1,1739.0
9221,MN567048.1,3560.0
9443,KU925475.1,1485.0
9420,KU925472.1,1913.0
9421,KU925481.1,1936.0
12737,AF414846.1,1807.0
4881,MK513529.1,4262.0
9274,M20304.1,3432.0
9250,DQ328877.1,3366.0
9422,KP792713.1,1485.0
9261,AB693150.1,3419.0
9408,MT153521.1,2483.0
6453,DQ838599.2,1614.0
9262,AY129248.1,3439.0
7178,D12937.1,1488.0
7179,X86784.1,1488.0
4630,U83594.1,7761.0
9419,KU925469.1,2123.0
9418,KP792710.1,1491.0
4631,U83595.1,7758.0
9449,KU925490.1,1932.0
9264,GU078660.1,3364.0
9225,MN567061.1,3598.0
9243,AY847350.1,3376.0
12589,MH649029.1,1744.0
9410,KU925439.1,1760.0
9409,KU925436.1,1777.0
9244,EU136038.1,3301.0
9455,KU925499.1,1868.0
9272,KM020191.1,3363.0
6463,AY549309.1,1560.0
9914,J02147.1,1565.0
9932,KX949586.1,1662.0
8603,MW039258.1,4519.0
9413,MF176883.1,1729.0
11759,AY842951.1,8295.0
9238,MZ065537.1,3374.0
9457,LC621357.1,1703.0
9445,KP792716.1,1509.0
9240,K02734.1,3419.0
9451,MT263284.1,1512.0
6482,LC275165.1,1587.0
9427,MH017274.1,1640.0
6428,M94682.1,1566.0
6466,AF134513.1,1670.0
9463,KM817762.1,2025.0
9247,AF512831.1,3410.0
9234,AY012687.1,3343.0
10963,AF020541.1,2118.0
9269,AF485261.1,3406.0
9926,KM114308.1,1596.0
6462,AF134517.1,1716.0
4877,MN396757.1,4225.0
8604,BK061671.1,11278.0
9933,MN095542.1,1596.0
9267,KM272988.1,3379.0
9270,AF485262.1,3393.0
6492,EU201041.1,1702.0
9715,HM745931.1,3378.0
9924,FJ861694.1,1616.0
9925,JQ928941.1,1613.0
11470,FJ222451.1,6171.0
11466,KM017741.1,6598.0
9282,MG976578.1,3405.0
9931,LC320126.1,1597.0
9928,MH880290.1,1588.0
9934,M77280.1,1574.0
9922,MT774257.1,1614.0
11452,Y15936.2,7003.0
6473,KC201172.1,1604.0
9438,AB842090.1,1760.0
4888,KY312548.1,4305.0
4864,MT734806.1,4402.0
9434,KR537446.1,1719.0
6435,FJ183389.1,1607.0
9255,AF512830.1,3474.0
9921,KX670392.1,1622.0
9458,KR537455.1,1761.0
10123,AF246940.1,1674.0
6443,AF145403.1,1657.0
6443,AF145402.1,1664.0
9268,U34248.1,3535.0
11456,AY179509.1,6610.0
6440,JQ610680.1,1605.0
6439,JQ610670.1,1601.0
9913,KU751814.1,1641.0
6468,AY317104.1,1760.0
9930,HM627171.1,1618.0
7283,HQ888865.2,5910.0
9929,GU969310.1,1606.0
11750,M26927.1,8088.0
6467,AY701344.1,1750.0
11755,AF151794.2,8431.0
6441,AB014726.1,1610.0
11465,FJ571065.1,4241.0
8981,KF360972.1,1576.0
11459,Y15937.2,6440.0
6432,KP268788.1,1673.0
9925,JQ928942.1,1710.0
9935,KC506159.1,1635.0
6429,D12532.1,1638.0
9741,KM048314.1,2468.0
6497,DQ975382.1,1677.0
11454,AF206663.2,7355.0
6433,KC853047.1,1683.0
9924,JN412853.1,1726.0
6434,AM744982.1,1640.0
9922,MT774256.1,1738.0
6430,KF624619.1,1653.0
6447,KJ495760.1,1652.0
6442,DQ248061.1,1695.0
6436,JQ070381.1,1658.0
6444,HQ842624.1,1681.0
4891,KY312551.1,4534.0
10122,AF246939.1,1696.0
6446,KF234264.1,1627.0
6447,KJ495759.1,1771.0
6497,DQ512389.1,1789.0
6437,HM543468.1,1731.0
10120,KR902507.1,1704.0
4838,MT734807.1,4967.0
10121,AB186898.1,1745.0
4956,U22967.1,5132.0
6432,KP268789.1,1644.0
6445,KP268808.1,1761.0
6449,AY701514.1,1683.0
6431,KP268799.1,1672.0
4958,MN175614.1,4642.0
6431,KP268798.1,1700.0
4889,KY312549.1,4354.0
4948,AF406966.1,5610.0
9926,KM114307.1,1691.0
6437,HM543470.1,1666.0
9460,KJ746877.1,13892.0
6504,DQ087281.1,1775.0
6493,KC588372.1,1746.0
6445,KP268809.1,1686.0
6441,AB018089.1,1764.0
9921,KX670393.1,1741.0
11458,FJ571067.1,3975.0
6440,JQ610679.1,1735.0
6457,JQ919999.1,1791.0
9460,KJ746878.1,5536.0
6428,U73658.1,1748.0
6435,FJ183388.1,1749.0
6439,JQ610669.1,1736.0
6490,AF389457.1,1783.0
9407,KY700683.2,3728.0
6437,HM543469.1,1722.0
5003,JF504699.1,5249.0
4882,MK513533.1,4482.0
6434,AM744981.1,1803.0
8577,MH188031.1,11155.0
6429,Y00422.1,1769.0
9406,MW315107.1,3719.0
9916,JQ922309.1,1775.0
5000,EU200669.1,5105.0
4947,KM035804.1,5049.0
6745,JX678730.1,11634.0
6442,DQ248064.1,1784.0
11748,K02712.2,3811.0
5001,EU200677.1,5114.0
4971,U26342.1,4986.0
10270,AF195847.1,1668.0
6436,JQ070380.1,1763.0
4884,MG846442.1,4432.0
6446,KF234263.1,1747.0
9342,KF581135.1,1673.0
10629,KF541639.1,1680.0
6430,KF624618.1,1814.0
9333,MG599952.1,6761.0
9915,K01395.1,1841.0
9748,MW741894.1,4338.0
6483,AF389467.1,1792.0
6485,AY177408.1,1753.0
6484,KR704201.1,1796.0
6509,D26127.1,1802.0
4967,AY349010.1,4432.0
9691,KM817698.1,6574.0
4830,KM052275.1,5050.0
6498,DQ077913.1,1830.0
6499,KC588362.1,1829.0
9917,AB126195.1,1807.0
7282,HQ871931.2,5904.0
4984,KJ495710.1,4424.0
4955,MZ100069.1,5051.0
4966,MF416384.1,4449.0
9914,V01088.1,1778.0
4969,KF373759.1,4913.0
6431,KP268797.1,1767.0
4979,MF198244.1,4219.0
4861,MT734804.1,5331.0
9695,MT153459.1,1708.0
9256,MF414202.1,3260.0
9753,MN661014.1,1931.0
4965,MF416383.1,4339.0
4978,KU561552.1,4639.0
9920,KX882072.1,1838.0
6466,AF134512.1,1947.0
6449,AY701513.1,1957.0
6456,GU733447.1,1872.0
6480,MH327944.1,1835.0
4862,MT734805.1,5063.0
12682,MF541388.1,2379.0
6463,AY549308.1,1787.0
6462,AF134516.1,2038.0
9707,MZ210010.1,6773.0
4982,LC085675.1,4765.0
6499,KC588361.1,1930.0
6498,EF634320.1,1930.0
9918,AF404344.1,1787.0
12681,MF541374.1,3433.0
6444,HQ842622.1,2047.0
6445,KP268807.1,1805.0
9461,KM817738.1,1940.0
4976,KP120516.1,4844.0
4980,KC692368.1,4619.0
9915,K00423.1,1882.0
4954,MN181466.1,5096.0
4991,KT716186.1,4634.0
4950,MK091524.1,6296.0
9461,KM817676.1,13486.0
4983,AB937988.1,4613.0
9689,MW274746.1,6588.0
11733,L21974.1,5188.0
6432,KP268787.1,1806.0
9919,KX882064.1,1875.0
11558,D83207.1,6644.0
4952,KY019139.2,5371.0
6433,KC853046.1,1936.0
6493,KC588371.1,1841.0
11732,M10455.1,3166.0
4953,MG136722.1,5308.0
9217,MG599867.1,2016.0
12667,MK012439.1,2733.0
4908,KT878839.1,4662.0
6481,MF511051.1,1794.0
4963,JN420372.1,4395.0
9936,MZ458542.1,5658.0
9218,MK611984.1,1924.0
9920,KX882071.1,1974.0
6528,HQ847908.1,1892.0
9731,BK062757.1,1902.0
6478,AF139765.1,1880.0
6479,AF282476.1,1879.0
10119,KX884063.1,2033.0
6497,EF062995.1,1944.0
9700,KY053854.1,6453.0
4962,AF085716.1,4642.0
6492,EU201040.1,1946.0
6556,AF102884.1,6625.0
6480,MH327942.1,1908.0
9752,KX272884.1,1967.0
4960,GU226971.1,4286.0
8575,MH188036.1,11231.0
6481,MF511055.1,1845.0
6482,LC275163.1,1902.0
9694,MW274737.1,6317.0
9918,AF404345.1,2046.0
9708,KM817688.1,6493.0
9219,MK611980.1,1953.0
10485,KC787153.1,1863.0
6445,KP268806.1,1920.0
9934,AF006073.1,1927.0
9927,MN241411.1,1980.0
4959,MN794870.1,4315.0
9220,MG599864.1,2088.0
4911,JQ037754.1,4595.0
4985,MN982959.1,4620.0
6471,KC588380.1,2050.0
9930,HM627175.1,1970.0
9935,KC506158.1,1984.0
6509,D49699.1,1994.0
9426,JF911699.1,2180.0
6466,AF134511.1,2121.0
9219,MK611979.1,1978.0
11552,Z29712.1,7627.0
6535,JF342671.1,1984.0
6431,KP268796.1,1931.0
4997,MG745671.1,5420.0
6493,KC588370.1,2006.0
9218,MK611983.1,1950.0
8573,KM817602.1,4698.0
6525,KF809667.1,1996.0
6523,FR694196.1,1996.0
6526,JX478265.1,1996.0
6432,KP268786.1,1944.0
6527,JX145333.1,1996.0
6437,HM543467.1,1936.0
6468,AY317102.1,2062.0
9928,MH880289.1,1961.0
6467,AY701342.1,2062.0
9932,KX949589.1,2000.0
9931,LC320125.1,1975.0
6440,JQ610678.1,1957.0
9929,GU969309.1,1972.0
9933,MN095541.1,1941.0
10869,KT325853.1,2086.0
9919,KX882063.1,2081.0
6480,MH327940.1,1992.0
6447,KJ495758.1,1965.0
12648,KM262782.1,2056.0
6441,AB018087.1,1967.0
6430,KF624617.1,1977.0
6439,JQ610668.1,1971.0
6538,AB914765.1,2039.0
6428,D14402.1,1978.0
4510,AB040456.1,8017.0
9697,MF176243.1,2076.0
6443,AF145401.1,2017.0
6433,KC853045.1,2032.0
6436,JQ070379.1,1984.0
6446,KF234262.1,1978.0
9693,MW434632.1,2089.0
6434,AM744980.1,1983.0
9691,KM817727.1,2073.0
6429,Y00421.2,1980.0
6562,S43937.1,2448.0
6449,AY701512.1,1993.0
6435,FJ183387.1,1986.0
6442,DQ248060.1,1996.0
12044,AF027657.1,3750.0
6444,HQ842623.1,2021.0
9685,MN661015.1,6564.0
6482,LC275162.1,2003.0
6472,AF403403.1,2039.0
6477,EF589103.1,2042.0
6473,KC201171.1,2030.0
4975,AF406967.1,5276.0
6475,HM989935.1,2057.0
6443,AF145400.1,2024.0
4943,KU172421.1,5224.0
9747,KX774630.1,7253.0
9425,M94133.1,4888.0
9917,AB126194.2,2073.0
9927,MN241409.1,2115.0
9687,MW039262.1,6855.0
6482,LC275161.1,2021.0
6480,MH327941.1,2029.0
9756,MN053784.1,6680.0
6478,AF139764.1,2029.0
4999,MG745670.1,5494.0
6479,AF282474.1,2028.0
6470,AF450318.1,1984.0
6529,GQ258982.1,2068.0
4957,AY186198.1,4694.0
4951,KX384823.1,5566.0
4998,AY622943.1,5268.0
9916,JQ922308.1,2049.0
4987,JX627576.1,4909.0
6530,KU198607.1,2112.0
9690,KP710232.1,6904.0
10286,M86379.1,7690.0
4973,AF221123.1,5049.0
4885,KM254174.1,3661.0
9700,KY053855.1,2101.0
9453,KR537452.1,2286.0
6543,KT696552.1,2120.0
6529,GQ258981.1,2076.0
6540,KF692093.1,2154.0
6538,AB914764.1,2156.0
6535,JF342670.1,2145.0
6526,JX478264.1,2158.0
6530,KU198606.1,2145.0
6528,HQ847907.1,2143.0
6542,KC852157.1,2130.0
6527,JX145332.1,2158.0
6525,KF809666.1,2154.0
6523,FR694195.1,2158.0
5002,GU938300.1,5444.0
6492,EU201039.1,2214.0
9754,MN167501.1,7096.0
9709,KM817726.1,2217.0
11453,AB033998.1,6927.0
4972,AF221122.1,5342.0
9706,MW274741.1,2451.0
9692,MH822967.1,2246.0
6478,AF139763.1,2133.0
6456,GU733446.1,2104.0
9694,MW274738.1,2547.0
9703,MW434675.1,2177.0
6541,KC795569.1,2179.0
9747,MG256515.1,2506.0
9924,GQ499303.1,2403.0
4841,MN765189.1,4575.0
8688,MT153457.1,6450.0
6455,X96697.1,2166.0
6457,JQ919996.1,2174.0
9737,MT860248.1,2705.0
6479,AF282473.1,2139.0
6478,AF139762.1,2141.0
6479,AF282472.1,2178.0
9707,MZ210012.1,2888.0
9920,KX882070.1,2174.0
9919,KX882062.1,2184.0
6460,KM369894.2,2161.0
9930,HM627170.1,2138.0
9927,MN241408.1,2172.0
9329,MN510769.1,6372.0
9918,AF404346.1,2185.0
6532,KX263311.1,2127.0
6533,JX204742.1,2203.0
6534,AF368034.1,2203.0
6531,HM159617.1,2207.0
9917,AB126193.2,2183.0
9916,JQ922307.1,2195.0
9932,KX949590.1,2225.0
