cluster_id,cluster_size,ictv_lca,ictv_lca_rank,protlen_mean,plddt_mean,ptm_mean,cluster_representative,structure_representative,structure_representative_plddt,top_genbank_name,analysis,annotation,annotation_count,annotation_median_start,annotation_median_stop
843,17,Orthoflavivirus,Genus,899.41,91.11,0.84,CF-CAC82713.1.10_7185_relaxed,CF-CAC82713.1.10_7185_relaxed,92.1,NS5,Pfam,FtsJ-like methyltransferase,17,55.0,223.0
843,17,Orthoflavivirus,Genus,899.41,91.11,0.84,CF-CAC82713.1.10_7185_relaxed,CF-CAC82713.1.10_7185_relaxed,92.1,NS5,Pfam,"Flavivirus RNA-directed RNA polymerase, thumb domain",17,707.0,870.0
843,17,Orthoflavivirus,Genus,899.41,91.11,0.84,CF-CAC82713.1.10_7185_relaxed,CF-CAC82713.1.10_7185_relaxed,92.1,NS5,Pfam,"Flavivirus RNA-directed RNA polymerase, fingers and palm domains",17,256.0,703.0
844,17,Birnaviridae,Family,1011.59,64.1,0.48,CF-CAA58851.1_11497_relaxed,CF-ASU43943.1_11495_relaxed,70.0,Product: polyprotein,Pfam,Birnavirus VP3 protein,17,756.0,937.0
844,17,Birnaviridae,Family,1011.59,64.1,0.48,CF-CAA58851.1_11497_relaxed,CF-ASU43943.1_11495_relaxed,70.0,Product: polyprotein,Pfam,Birnavirus VP4 protein,17,455.0,706.0
844,17,Birnaviridae,Family,1011.59,64.1,0.48,CF-CAA58851.1_11497_relaxed,CF-ASU43943.1_11495_relaxed,70.0,Product: polyprotein,Pfam,Birnavirus VP2 protein,17,5.0,453.0
845,17,Alpharhabdovirinae,Subfamily,297.53,70.67,0.39,CF-AFQ62095.1_8967_relaxed,CF-AFQ62095.1_8967_relaxed,73.3,Gene: P; Product: phosphoprotein,Pfam,Phosphoprotein,17,1.0,296.0
846,17,Viruses,Superkingdom,175.88,85.35,0.78,CF-CAD53385.1_127_relaxed,CF-AIZ77378.1_12021_relaxed,90.4,Gene: UL111A; Product: interleukin-10,Pfam,Interleukin 10,15,14.0,174.0
846,17,Viruses,Superkingdom,175.88,85.35,0.78,CF-CAD53385.1_127_relaxed,CF-AIZ77378.1_12021_relaxed,90.4,Gene: UL111A; Product: interleukin-10,Pfam,-,2,,
847,17,Avipoxvirus,Genus,261.06,85.49,0.55,CF-ALA62489.1_11988_relaxed,CF-AAR83548.1_11977_relaxed,91.8,Product: N1R/p28 family protein,Pfam,KilA-N domain,17,19.0,125.0
848,17,Betabaculovirus,Genus,457.0,90.85,0.9,CF-AAG27416.1_12409_relaxed,CF-ACZ63605.1_12390_relaxed,93.8,Product: egt,Pfam,UDP-glucoronosyl and UDP-glucosyl transferase,17,29.0,450.0
849,17,Orthoherpesviridae,Family,560.12,64.35,0.52,CF-AGE11528.1_115_relaxed,CF-AFX83373.1_110_relaxed,73.6,Gene: UL49; Product: protein UL49,Pfam,UL49 family,17,249.0,508.0
850,17,Adenoviridae,Family,199.94,62.31,0.36,CF-YP_094044.1_12135_relaxed,EF-ADM53806.1_12119_relaxed,65.6,Gene: L4; Product: 22 kDa protein,Pfam,Adenovirus L4-33K/L4-22K,13,8.0,178.0
850,17,Adenoviridae,Family,199.94,62.31,0.36,CF-YP_094044.1_12135_relaxed,EF-ADM53806.1_12119_relaxed,65.6,Gene: L4; Product: 22 kDa protein,Pfam,-,4,,
851,17,Orthornavirae,Kingdom,792.65,71.93,0.55,CF-AVM86026.1_8816_relaxed,CF-AAX86034.1_8821_relaxed,79.5,Product: capsid protein,Pfam,Astrovirus capsid protein nucleoplasmin-like domain,11,21.0,263.0
851,17,Orthornavirae,Kingdom,792.65,71.93,0.55,CF-AVM86026.1_8816_relaxed,CF-AAX86034.1_8821_relaxed,79.5,Product: capsid protein,Pfam,Haemagglutinin-neuraminidase,6,46.0,574.5
851,17,Orthornavirae,Kingdom,792.65,71.93,0.55,CF-AVM86026.1_8816_relaxed,CF-AAX86034.1_8821_relaxed,79.5,Product: capsid protein,Pfam,Turkey astrovirus capsid protein,5,490.0,786.0
851,17,Orthornavirae,Kingdom,792.65,71.93,0.55,CF-AVM86026.1_8816_relaxed,CF-AAX86034.1_8821_relaxed,79.5,Product: capsid protein,Pfam,C-terminal tail of astrovirus capsid projection or spike,1,431.0,675.0
852,17,Orthoherpesviridae,Family,476.71,64.71,0.59,CF-AEV91381.1_64_relaxed,CF-ATA58290.1_145_relaxed,68.8,Gene: UL42; Product: DNA polymerase processivity subunit,Pfam,DNA polymerase processivity factor (UL42),28,73.0,209.0
852,17,Orthoherpesviridae,Family,476.71,64.71,0.59,CF-AEV91381.1_64_relaxed,CF-ATA58290.1_145_relaxed,68.8,Gene: UL42; Product: DNA polymerase processivity subunit,Pfam,Herpes DNA replication accessory factor,1,13.0,307.0
852,17,Orthoherpesviridae,Family,476.71,64.71,0.59,CF-AEV91381.1_64_relaxed,CF-ATA58290.1_145_relaxed,68.8,Gene: UL42; Product: DNA polymerase processivity subunit,Pfam,-,1,,
853,17,Orthornavirae,Kingdom,435.41,66.46,0.37,CF-AAT98585.1_10182_relaxed,CF-ABN10846.1_10189_relaxed,68.8,Gene: N; Product: nucleocapsid phosphoprotein,Pfam,Coronavirus nucleocapsid,17,45.0,389.0
854,17,Lefavirales,Order,347.12,76.7,0.65,EF-AAN04414.1_12427_relaxed,CF-UBZ25631.1_12430_relaxed,82.7,Product: integrase,Pfam,-,9,,
854,17,Lefavirales,Order,347.12,76.7,0.65,EF-AAN04414.1_12427_relaxed,CF-UBZ25631.1_12430_relaxed,82.7,Product: integrase,Pfam,Phage integrase family,8,139.5,289.5
855,17,Alphabaculovirus,Genus,117.88,81.22,0.71,CF-ABF47444.1_12340_relaxed,CF-QAT90330.1_12375_relaxed,86.8,Product: Hz112-like protein,Pfam,-,17,,
856,17,Betacoronavirus,Genus,88.71,93.79,0.83,CF-APO40578.1.1.4_10194_relaxed,CF-APO40578.1.1.4_10194_relaxed,96.3,First ubiquitin-like (Ubl) domain located at the N-terminus of coronavirus SARS-CoV non-structural protein 3 (Nsp3) and related proteins; cd21467,Pfam,-,16,,
856,17,Betacoronavirus,Genus,88.71,93.79,0.83,CF-APO40578.1.1.4_10194_relaxed,CF-APO40578.1.1.4_10194_relaxed,96.3,First ubiquitin-like (Ubl) domain located at the N-terminus of coronavirus SARS-CoV non-structural protein 3 (Nsp3) and related proteins; cd21467,Pfam,"Betacoronavirus replicase NSP3, N-terminal",1,43.0,87.0
857,17,Mastadenovirus,Genus,140.18,63.09,0.33,CF-AAS10382.1_12219_relaxed,CF-AAS10382.1_12219_relaxed,65.6,Gene: E3; Product: 14.9 kDa protein,Pfam,Early E3 14.5 kDa protein,17,33.0,143.0
858,17,Orthomyxoviridae,Family,768.29,74.24,0.48,CF-APP91613.1_9932_relaxed,CF-CAA23855.1_9914_relaxed,79.3,Product: PB2 polymerase subunit,Pfam,"Polymerase basic protein 2 (PB2), '627' domain",8,542.0,672.0
858,17,Orthomyxoviridae,Family,768.29,74.24,0.48,CF-APP91613.1_9932_relaxed,CF-CAA23855.1_9914_relaxed,79.3,Product: PB2 polymerase subunit,Pfam,"Polymerase basic protein 2, cap-binding domain",8,323.0,440.0
858,17,Orthomyxoviridae,Family,768.29,74.24,0.48,CF-APP91613.1_9932_relaxed,CF-CAA23855.1_9914_relaxed,79.3,Product: PB2 polymerase subunit,Pfam,Influenza RNA polymerase PB2 helical domain,6,257.5,321.5
858,17,Orthomyxoviridae,Family,768.29,74.24,0.48,CF-APP91613.1_9932_relaxed,CF-CAA23855.1_9914_relaxed,79.3,Product: PB2 polymerase subunit,Pfam,-,5,,
858,17,Orthomyxoviridae,Family,768.29,74.24,0.48,CF-APP91613.1_9932_relaxed,CF-CAA23855.1_9914_relaxed,79.3,Product: PB2 polymerase subunit,Pfam,Influenza RNA polymerase PB2 6th domain,4,539.5,692.0
858,17,Orthomyxoviridae,Family,768.29,74.24,0.48,CF-APP91613.1_9932_relaxed,CF-CAA23855.1_9914_relaxed,79.3,Product: PB2 polymerase subunit,Pfam,Influenza RNA polymerase PB2 second domain,4,40.0,108.5
858,17,Orthomyxoviridae,Family,768.29,74.24,0.48,CF-APP91613.1_9932_relaxed,CF-CAA23855.1_9914_relaxed,79.3,Product: PB2 polymerase subunit,Pfam,Influenza RNA polymerase PB2 C-terminal domain,4,693.0,765.5
858,17,Orthomyxoviridae,Family,768.29,74.24,0.48,CF-APP91613.1_9932_relaxed,CF-CAA23855.1_9914_relaxed,79.3,Product: PB2 polymerase subunit,Pfam,Influenza RNA polymerase PB2 N-terminal region,4,4.0,39.0
858,17,Orthomyxoviridae,Family,768.29,74.24,0.48,CF-APP91613.1_9932_relaxed,CF-CAA23855.1_9914_relaxed,79.3,Product: PB2 polymerase subunit,Pfam,Influenza RNA polymerase PB2 CAP binding domain,4,327.0,538.5
858,17,Orthomyxoviridae,Family,768.29,74.24,0.48,CF-APP91613.1_9932_relaxed,CF-CAA23855.1_9914_relaxed,79.3,Product: PB2 polymerase subunit,Pfam,Influenza RNA polymerase PB2 middle domain,4,110.5,252.5
859,17,Alphacoronavirus,Genus,22.0,90.68,0.21,CF-QCX35159.1.1.13_10166_relaxed,CF-QCX35159.1.1.13_10166_relaxed,92.4,Putative TM helix 3 [structural motif],Pfam,-,17,,
860,17,Alphabaculovirus,Genus,53.94,53.95,0.13,CF-AAC59100.1_12368_relaxed,CF-AAC59100.1_12368_relaxed,56.0,Gene: p6.9; Product: P6.9,Pfam,-,17,,
861,17,Rhinovirus C,Species,75.47,72.99,0.39,CF-AFK79845.1.8_10781_relaxed,CF-AFK79845.1.8_10781_relaxed,74.2,3A,Pfam,Poliovirus 3A protein like,17,8.0,46.0
862,17,Chordopoxvirinae,Subfamily,98.71,68.42,0.39,CF-AOP31817.1_12015_relaxed,CF-AOP31606.1_12011_relaxed,72.9,Product: viral membrane associated protein,Pfam,A9 protein conserved region,17,23.0,75.0
863,17,Polyomaviridae,Family,229.0,55.74,0.26,CF-ARK19240.1_4424_relaxed,CF-ACI16487.1_4440_relaxed,61.3,Product: VP3,Pfam,Polyomavirus coat protein,17,1.0,202.0
864,17,Alphaherpesvirinae,Subfamily,338.12,58.44,0.42,CF-ARD71426.1_53_relaxed,CF-ARD71426.1_53_relaxed,64.8,Gene: US1; Product: regulatory protein ICP22,Pfam,Herpesvirus immediate early protein,17,92.0,203.0
865,16,Betabaculovirus,Genus,604.38,75.59,0.48,CF-AAP85722.1_12386_relaxed,CF-AAG27382.1_12409_relaxed,83.4,Product: vp91 capsid,Pfam,Viral capsid protein 91 N-terminal,16,7.0,190.5
866,16,Flaviviridae,Family,188.5,84.28,0.64,CF-AGH70217.1.2_7217_relaxed,CF-BAA09890.1.1.3_7119_relaxed,87.9,Hepatitis C virus envelope glycoprotein E1; pfam01539,Pfam,Hepatitis C virus envelope glycoprotein E1,15,1.0,190.0
866,16,Flaviviridae,Family,188.5,84.28,0.64,CF-AGH70217.1.2_7217_relaxed,CF-BAA09890.1.1.3_7119_relaxed,87.9,Hepatitis C virus envelope glycoprotein E1; pfam01539,Pfam,GB virus C genotype envelope,2,109.0,189.0
866,16,Flaviviridae,Family,188.5,84.28,0.64,CF-AGH70217.1.2_7217_relaxed,CF-BAA09890.1.1.3_7119_relaxed,87.9,Hepatitis C virus envelope glycoprotein E1; pfam01539,Pfam,-,1,,
867,16,Viruses,Superkingdom,198.25,74.01,0.52,EF-AAC55270.1_12002_relaxed,EF-AIU39321.1_59_relaxed,88.4,Gene: UL45; Product: membrane protein UL45,Pfam,"UL45 protein, carbohydrate-binding C-type lectin-like",13,11.0,188.0
867,16,Viruses,Superkingdom,198.25,74.01,0.52,EF-AAC55270.1_12002_relaxed,EF-AIU39321.1_59_relaxed,88.4,Gene: UL45; Product: membrane protein UL45,Pfam,Lectin C-type domain,2,102.5,195.0
867,16,Viruses,Superkingdom,198.25,74.01,0.52,EF-AAC55270.1_12002_relaxed,EF-AIU39321.1_59_relaxed,88.4,Gene: UL45; Product: membrane protein UL45,Pfam,Chordopoxvirus A33R protein,1,100.0,183.0
868,16,Rhadinovirus,Genus,373.06,69.59,0.52,EF-AAD21388.1_161_relaxed,EF-AJE29708.1_160_relaxed,74.5,Product: R10,Pfam,Interferon-regulatory factor 3,16,181.0,336.0
868,16,Rhadinovirus,Genus,373.06,69.59,0.52,EF-AAD21388.1_161_relaxed,EF-AJE29708.1_160_relaxed,74.5,Product: R10,Pfam,Interferon regulatory factor transcription factor,6,15.0,112.0
869,16,Alphabaculovirus,Genus,69.25,69.68,0.28,CF-AJD09255.1_12341_relaxed,CF-AJD09255.1_12341_relaxed,76.2,Product: hypothetical protein; Note: ORF106; ac55-like (formerly ORF56); 2 probable transmembrane helices predicted by TMHMM,Pfam,Family of unknown function (DUF5470),16,1.0,68.0
870,16,Iridoviridae,Family,827.69,68.18,0.58,CF-ABF82041.1_11944_relaxed,CF-ANZ57114.1_11932_relaxed,74.7,Product: serine/threonine protein kinase,Pfam,2-cysteine adaptor domain,60,139.0,171.0
870,16,Iridoviridae,Family,827.69,68.18,0.58,CF-ABF82041.1_11944_relaxed,CF-ANZ57114.1_11932_relaxed,74.7,Product: serine/threonine protein kinase,Pfam,-,4,,
870,16,Iridoviridae,Family,827.69,68.18,0.58,CF-ABF82041.1_11944_relaxed,CF-ANZ57114.1_11932_relaxed,74.7,Product: serine/threonine protein kinase,Pfam,Protein kinase domain,4,430.5,641.5
871,16,Viruses,Superkingdom,192.69,89.88,0.87,CF-AAM70228.1_12407_relaxed,CF-ADO00526.1_11945_relaxed,93.1,Gene: PhopGV030; Product: hypothetical protein; Note: similar to Cydia pomonella granulovirus ORF 034 encoded by GenBank Accession Number U53466,Pfam,Family of unknown function (DUF5863),16,3.0,169.0
872,16,Alpharhabdovirinae,Subfamily,246.12,60.15,0.33,CF-AJR28598.1_8932_relaxed,CF-AJR28493.1_8921_relaxed,72.3,Product: phosphoprotein,Pfam,-,16,,
873,16,Enterovirus C,Species,22.06,66.68,0.07,CF-ABM54551.1.9_10571_relaxed,CF-ABM54551.1.9_10571_relaxed,69.6,3B,Pfam,-,16,,
874,16,Avipoxvirus,Genus,128.56,84.61,0.81,CF-AID46983.1_11982_relaxed,CF-AAR83657.1_11977_relaxed,89.6,Product: Efc family protein,Pfam,-,16,,
875,16,Chordopoxvirinae,Subfamily,190.0,85.07,0.75,CF-AFB76952.1_12016_relaxed,CF-AAM13630.1_12007_relaxed,89.4,Product: toll/il-1 receptor-like protein,Pfam,Poxvirus Bcl-2-like proteins,16,14.0,173.5
876,16,Betabaculovirus,Genus,104.62,76.06,0.55,CF-QBQ01584.1_12402_relaxed,CF-AEB00327.1_12392_relaxed,82.1,Product: hypothetical protein,Pfam,-,16,,
877,16,Gammaherpesvirinae,Subfamily,135.38,75.34,0.45,CF-ABD28903.1_158_relaxed,CF-AAK07971.1_155_relaxed,77.2,Gene: ORF52; Product: virion protein G52,Pfam,Herpesvirus BLRF2 protein,16,13.5,129.0
878,16,Chordopoxvirinae,Subfamily,209.88,62.72,0.3,CF-ASK51281.1_12026_relaxed,CF-AKJ93732.1_12010_relaxed,63.9,Product: vltf-4,Pfam,Pox virus Ag35 surface protein,16,1.0,208.5
879,16,Iridoviridae,Family,275.38,92.66,0.84,CF-AAB94459.1_11950_relaxed,CF-CCV01939.1_11941_relaxed,95.2,Product: ribonuclease III,Pfam,Ribonuclease III domain,16,61.5,150.0
880,16,Gammaherpesvirinae,Subfamily,252.44,72.03,0.68,CF-AAC95592.1_154_relaxed,CF-AAD21401.1_161_relaxed,76.2,Product: tegument protein,Pfam,Herpesvirus virion protein U34,16,5.0,187.5
881,16,Teschovirus,Genus,73.06,64.95,0.23,CF-AYD75973.1.1.1_10456_relaxed,CF-AYD75973.1.1.1_10456_relaxed,67.1,Viral protein VP4 subunit; pfam08935,Pfam,Viral protein VP4 subunit,16,1.0,73.0
882,16,Viruses,Superkingdom,426.12,88.22,0.89,CF-QBB28607.1_12432_relaxed,CF-CAD2068417.1_11961_relaxed,92.1,Gene: EP424R; Product: pEP424R,Pfam,FtsJ-like methyltransferase,16,106.0,314.0
883,16,Baculoviridae,Family,367.56,68.54,0.67,CF-AIU41334.1_12380_relaxed,CF-ABE68425.1_12330_relaxed,72.6,Product: p43,Pfam,Family of unknown function (DUF5509),10,1.0,360.5
883,16,Baculoviridae,Family,367.56,68.54,0.67,CF-AIU41334.1_12380_relaxed,CF-ABE68425.1_12330_relaxed,72.6,Product: p43,Pfam,-,6,,
884,16,Alphapapillomavirus,Genus,93.0,65.71,0.34,CF-AAD24185.1_4547_relaxed,CF-BAA90739.1_4540_relaxed,74.6,Gene: E4; Note: hypothetical protein; start codon not determined,Pfam,E4 protein,16,6.0,92.5
885,16,Picornavirales,Order,337.0,93.24,0.91,CF-ABB22725.1.1.6_10924_relaxed,CF-AIK23441.1.1.6_10928_relaxed,94.8,Catalytic core domain of RNA-dependent RNA polymerase (RdRp) in the family Picornaviridae of positive-sense single-stranded RNA [(+)ssRNA] viruses; cd23193,Pfam,Viral RNA-dependent RNA polymerase,16,8.0,328.0
886,16,Orbivirus,Genus,334.38,62.42,0.38,CF-ABB72775.1_6442_relaxed,CF-AKP24081.1_6445_relaxed,67.3,Product: VP6,Pfam,Orbivirus helicase VP6,17,248.0,328.0
887,16,Betabaculovirus,Genus,430.56,58.98,0.3,CF-ACZ63510.1_12390_relaxed,CF-AJK91682.1_12411_relaxed,63.3,Product: PrGVORF24,Pfam,-,16,,
888,16,Alphacoronavirus,Genus,292.94,94.09,0.89,CF-ASF90443.1.1.4_10178_relaxed,CF-APD51481.1.1.6_10176_relaxed,96.3,Alphacoronavirus papain-like protease; cd21731,Pfam,Coronavirus papain-like peptidase,16,2.0,287.5
889,16,Betabaculovirus,Genus,324.75,68.12,0.54,EF-AQQ80416.1_12389_relaxed,EF-AJK91803.1_12411_relaxed,73.5,Product: fgf-3,Pfam,-,16,,
890,16,Alphabaculovirus,Genus,248.12,72.21,0.67,CF-ABL76045.1_12363_relaxed,CF-AGR57072.1_12337_relaxed,78.2,Product: ac124,Pfam,-,16,,
891,16,Alphabaculovirus,Genus,786.81,67.66,0.37,CF-ANF29690.1_12334_relaxed,CF-UJZ89004.1_12347_relaxed,74.9,Product: vp80,Pfam,Nucleopolyhedrovirus capsid protein P87,15,512.0,744.0
891,16,Alphabaculovirus,Genus,786.81,67.66,0.37,CF-ANF29690.1_12334_relaxed,CF-UJZ89004.1_12347_relaxed,74.9,Product: vp80,Pfam,OTU-like cysteine protease,12,22.0,118.0
892,16,Arnidovirineae,Suborder,102.19,89.26,0.81,CF-AVM87331.1.1.5_10149_relaxed,CF-CAC42775.2.1.12_10126_relaxed,92.9,"N-terminal domain (NTD) of arterivirus Nonstructural protein 11 (Nsp11), and related proteins; cd21166",Pfam,PRRSV nonstructural protein 11 N-terminal domain,16,2.0,89.0
893,16,Betabaculovirus,Genus,175.75,85.84,0.6,CF-APO13918.1_12408_relaxed,CF-AAM70235.1_12407_relaxed,89.3,Product: lef-2,Pfam,lef-2,16,10.0,165.5
894,16,Alphabaculovirus,Genus,244.88,89.36,0.86,CF-ABM45748.1_12379_relaxed,CF-ABM45748.1_12379_relaxed,91.3,Product: ORF40,Pfam,-,13,,
894,16,Alphabaculovirus,Genus,244.88,89.36,0.86,CF-ABM45748.1_12379_relaxed,CF-ABM45748.1_12379_relaxed,91.3,Product: ORF40,Pfam,Protein rolling stone,3,97.0,247.0
895,15,Viruses,Superkingdom,256.33,66.02,0.58,EF-ACO25227.1_11918_relaxed,CF-AAG27415.1_12409_relaxed,76.5,Product: hypothetical protein,Pfam,-,8,,
895,15,Viruses,Superkingdom,256.33,66.02,0.58,EF-ACO25227.1_11918_relaxed,CF-AAG27415.1_12409_relaxed,76.5,Product: hypothetical protein,Pfam,Fibroblast growth factor,7,92.0,162.0
896,15,Mastadenovirus,Genus,425.4,57.87,0.28,CF-AMB43055.1_12126_relaxed,CF-ART33369.1_12141_relaxed,60.8,Product: V,Pfam,Adenovirus minor core protein PV,17,6.0,219.0
897,15,Cytomegalovirus,Genus,284.73,76.24,0.74,CF-AEV80517.1_99_relaxed,CF-AAM00793.1_104_relaxed,81.2,Gene: US17; Product: membrane protein US17,Pfam,-,9,,
897,15,Cytomegalovirus,Genus,284.73,76.24,0.74,CF-AEV80517.1_99_relaxed,CF-AAM00793.1_104_relaxed,81.2,Gene: US17; Product: membrane protein US17,Pfam,Inhibitor of apoptosis-promoting Bax1,6,31.0,233.0
898,15,Herpesvirales,Order,217.0,68.95,0.55,CF-AEV80508.1_99_relaxed,CF-AAR31700.1_100_relaxed,77.8,Gene: US11; Product: membrane glycoprotein US11,Pfam,-,5,,
898,15,Herpesvirales,Order,217.0,68.95,0.55,CF-AEV80508.1_99_relaxed,CF-AAR31700.1_100_relaxed,77.8,Gene: US11; Product: membrane glycoprotein US11,Pfam,CMV US,5,45.0,210.0
898,15,Herpesvirales,Order,217.0,68.95,0.55,CF-AEV80508.1_99_relaxed,CF-AAR31700.1_100_relaxed,77.8,Gene: US11; Product: membrane glycoprotein US11,Pfam,Cytomegalovirus US3 protein,5,36.0,197.0
899,15,Alphabaculovirus,Genus,302.0,75.23,0.53,CF-ACO53512.1_12348_relaxed,CF-AKN81048.1_12357_relaxed,78.9,Product: IAP-2,Pfam,"Zinc finger, C3HC4 type (RING finger)",15,249.0,292.0
899,15,Alphabaculovirus,Genus,302.0,75.23,0.53,CF-ACO53512.1_12348_relaxed,CF-AKN81048.1_12357_relaxed,78.9,Product: IAP-2,Pfam,Inhibitor of Apoptosis domain,14,115.0,181.0
900,15,Viruses,Superkingdom,324.47,71.49,0.64,EF-ABG25651.1_34_relaxed,CF-ASK51379.1_12026_relaxed,83.8,Product: ORF36,Pfam,"Poxvirus, 2L, N-terminal domain",6,20.5,194.5
900,15,Viruses,Superkingdom,324.47,71.49,0.64,EF-ABG25651.1_34_relaxed,CF-ASK51379.1_12026_relaxed,83.8,Product: ORF36,Pfam,-,5,,
900,15,Viruses,Superkingdom,324.47,71.49,0.64,EF-ABG25651.1_34_relaxed,CF-ASK51379.1_12026_relaxed,83.8,Product: ORF36,Pfam,Immunoglobulin C1-set domain,3,209.0,274.0
900,15,Viruses,Superkingdom,324.47,71.49,0.64,EF-ABG25651.1_34_relaxed,CF-ASK51379.1_12026_relaxed,83.8,Product: ORF36,Pfam,"Class I Histocompatibility antigen, domains alpha 1 and 2",2,26.0,192.5
900,15,Viruses,Superkingdom,324.47,71.49,0.64,EF-ABG25651.1_34_relaxed,CF-ASK51379.1_12026_relaxed,83.8,Product: ORF36,Pfam,MHC class I-like protein M157,1,49.0,297.0
901,15,Alphabaculovirus,Genus,97.07,89.67,0.44,CF-QEI03698.1_12372_relaxed,CF-QEI03698.1_12372_relaxed,93.5,Product: gp16,Pfam,-,15,,
902,15,Orthornavirae,Kingdom,121.73,95.57,0.88,CF-AFV09327.1.1.6_10187_relaxed,CF-AWV67038.1.1.5_10190_relaxed,96.4,SUD-M macrodomain (or Mac3 domain) of the SARS Unique Domain (SUD) of SARS-CoV non-structural protein 3 and related macrodomains; cd21563,Pfam,Betacoronavirus single-stranded poly(A) binding domain,15,7.0,118.0
903,15,Betaherpesvirinae,Subfamily,359.47,76.35,0.76,CF-AEV80774.1_97_relaxed,EF-AKI29732.1_103_relaxed,83.9,Gene: UL78; Product: envelope protein UL78,Pfam,7 transmembrane receptor (rhodopsin family),10,43.0,276.0
903,15,Betaherpesvirinae,Subfamily,359.47,76.35,0.76,CF-AEV80774.1_97_relaxed,EF-AKI29732.1_103_relaxed,83.9,Gene: UL78; Product: envelope protein UL78,Pfam,-,5,,
904,15,Orthobornavirus,Genus,201.53,75.66,0.29,CF-AAA20225.1_8637_relaxed,CF-AAA20225.1_8637_relaxed,76.1,Gene: P; Product: phosphoprotein,Pfam,Borna disease virus P24 protein,15,1.0,202.0
905,15,Adenoviridae,Family,884.33,69.05,0.65,CF-ADR77846.1_12245_relaxed,CF-QIZ64166.1_12146_relaxed,72.5,Product: 100K,Pfam,Late 100kD protein,15,135.0,722.0
905,15,Adenoviridae,Family,884.33,69.05,0.65,CF-ADR77846.1_12245_relaxed,CF-QIZ64166.1_12146_relaxed,72.5,Product: 100K,Pfam,Adenovirus L4-33K/L4-22K,1,787.0,895.0
906,15,Alphabaculovirus,Genus,547.67,63.79,0.3,CF-AGR56754.1_12352_relaxed,EF-AGA16164.1_12381_relaxed,65.5,Product: ORF1629,Pfam,-,14,,
906,15,Alphabaculovirus,Genus,547.67,63.79,0.3,CF-AGR56754.1_12352_relaxed,EF-AGA16164.1_12381_relaxed,65.5,Product: ORF1629,Pfam,WH2 motif,2,292.0,313.0
907,15,Bocaparvovirus,Genus,222.67,67.23,0.48,CF-ADI60253.1_4939_relaxed,CF-QDS02906.1_4934_relaxed,70.3,Product: NP1,Pfam,Non-capsid protein NP1,15,21.0,218.0
908,15,Gammaherpesvirinae,Subfamily,161.87,65.65,0.57,CF-BBB06495.1_151_relaxed,CF-ARW78109.1_124_relaxed,72.9,Gene: ORF47; Product: envelope glycoprotein L,Pfam,Viral glycoprotein L,15,28.0,124.0
909,15,Spumaretrovirinae,Subfamily,633.87,60.67,0.33,CF-CAD67561.1_11778_relaxed,CF-CAD67561.1_11778_relaxed,63.5,Gene: gag; Product: gag protein,Pfam,"Spumavirus Gag polyprotein, conserved central domain",15,294.0,466.0
909,15,Spumaretrovirinae,Subfamily,633.87,60.67,0.33,CF-CAD67561.1_11778_relaxed,CF-CAD67561.1_11778_relaxed,63.5,Gene: gag; Product: gag protein,Pfam,"Spumavirus Gag polyprotein, C-terminal",15,480.0,569.0
909,15,Spumaretrovirinae,Subfamily,633.87,60.67,0.33,CF-CAD67561.1_11778_relaxed,CF-CAD67561.1_11778_relaxed,63.5,Gene: gag; Product: gag protein,Pfam,"Spumavirus gag protein, N-terminal",15,10.0,150.0
910,15,Alphabaculovirus,Genus,268.07,82.57,0.72,CF-UOQ18800.1_12365_relaxed,CF-AHH82610.1_12333_relaxed,86.5,Product: IE-0,Pfam,Baculovirus immediate-early protein (IE-0),15,118.0,250.0
911,15,Nucleocytoviricota,Phylum,257.2,85.1,0.78,EF-ABJ08958.1_11995_relaxed,CF-AAS47818.1_11898_relaxed,88.8,Product: early iridovirus protein,Pfam,Protein of unknown function (DUF2738),14,4.0,248.0
911,15,Nucleocytoviricota,Phylum,257.2,85.1,0.78,EF-ABJ08958.1_11995_relaxed,CF-AAS47818.1_11898_relaxed,88.8,Product: early iridovirus protein,Pfam,Poxvirus I3 ssDNA-binding protein,1,3.0,217.0
912,15,Chordopoxvirinae,Subfamily,133.2,94.69,0.9,CF-AKJ93792.1_12010_relaxed,CF-AKJ93792.1_12010_relaxed,95.9,Product: profilin-like protein,Pfam,Profilin,14,3.0,132.0
912,15,Chordopoxvirinae,Subfamily,133.2,94.69,0.9,CF-AKJ93792.1_12010_relaxed,CF-AKJ93792.1_12010_relaxed,95.9,Product: profilin-like protein,Pfam,-,1,,
913,15,Densovirinae,Subfamily,596.0,67.7,0.61,CF-AOW41923.1_4835_relaxed,CF-QOR29552.1_4861_relaxed,73.2,Product: putative structural protein,Pfam,Capsid protein VP4,15,150.0,549.0
914,15,Alphabaculovirus,Genus,162.33,61.37,0.39,CF-AAK96383.1_12350_relaxed,CF-UJZ89045.1_12347_relaxed,65.8,Product: unknown; Note: Orf48; similar to AcOrf59 homolog,Pfam,ChaB,15,10.0,61.0
