header,protein_id,Sort,pept_cat,protlen
AAX19419.1_12233,AAX19419.1,12233,protein,111
AJZ77169.1_11968,AJZ77169.1,11968,protein,111
AEN03739.1_11993,AEN03739.1,11993,protein,111
AAF44409.1_11979,AAF44409.1,11979,protein,111
AAM92315.1_12008,AAM92315.1,12008,protein,111
AAM92367.1_12008,AAM92367.1,12008,protein,111
ABD97648.1_12012,ABD97648.1,12012,protein,111
AAF14934.1_11997,AAF14934.1,11997,protein,111
AAR07407.1_12029,AAR07407.1,12029,protein,111
ATE87016.1_11947,ATE87016.1,11947,protein,111
AIZ77289.1_12021,AIZ77289.1,12021,protein,111
AWU47096.1_12003,AWU47096.1,12003,protein,111
QNV47867.1_12323,QNV47867.1,12323,protein,111
ADT91084.1_12016,ADT91084.1,12016,protein,111
AJL34295.1_11967,AJL34295.1,11967,protein,111
AIY22325.1_11959,AIY22325.1,11959,protein,111
AAL69787.1_12025,AAL69787.1,12025,protein,111
CAN10234.1_11960,CAN10234.1,11960,protein,111
AAC55209.1_12002,AAC55209.1,12002,protein,111
AAF05152.1_12413,AAF05152.1,12413,protein,111
ASC55550.1_12018,ASC55550.1,12018,protein,111
ADZ04932.1_12641,ADZ04932.1,12641,protein,111
AAL33449.1_12434,AAL33449.1,12434,protein,111
CAL44689.1_11894,CAL44689.1,11894,protein,111
AUQ44021.1_12426,AUQ44021.1,12426,protein,111
AAL88923.1_12435,AAL88923.1,12435,protein,111
QHB43569.1_12293,QHB43569.1,12293,protein,111
AIZ77348.1_12021,AIZ77348.1,12021,protein,111
AIY22483.1_11964,AIY22483.1,11964,protein,111
ABC61199.1_12391,ABC61199.1,12391,protein,111
QNV47875.1_12323,QNV47875.1,12323,protein,111
AXN74796.1_12005,AXN74796.1,12005,protein,111
ABI99215.1_11994,ABI99215.1,11994,protein,111
AOP31557.1_12011,AOP31557.1,12011,protein,111
AAL73785.1_12006,AAL73785.1,12006,protein,111
ACZ63597.1_12390,ACZ63597.1,12390,protein,111
AOW41408.1_12412,AOW41408.1,12412,protein,111
AAM70234.1_12407,AAM70234.1,12407,protein,111
ABC61165.1_12391,ABC61165.1,12391,protein,111
ADD10402.1_108,ADD10402.1,108,protein,111
ADD10486.1_108,ADD10486.1,108,protein,111
BBB06505.1_151,BBB06505.1,151,protein,111
ACD39813.1_4676,ACD39813.1,4676,protein,111
CAC21289.1_12027,CAC21289.1,12027,protein,111
QFX65718.1_12258,QFX65718.1,12258,protein,111
AIU41351.1_12380,AIU41351.1,12380,protein,111
AFX59825.1_12437,AFX59825.1,12437,protein,111
ABO37236.1_11891,ABO37236.1,11891,protein,111
ARD71400.1_53,ARD71400.1,53,protein,111
AKO90200.1_9671,AKO90200.1,9671,protein,111
ALM26035.1_113,ALM26035.1,113,protein,111
AAO89358.1_12013,AAO89358.1,12013,protein,111
AUO15307.1_12445,AUO15307.1,12445,protein,111
AMB20721.1_10136,AMB20721.1,10136,protein,111
AMM72760.1_11903,AMM72760.1,11903,protein,111
ATU83595.1_12444,ATU83595.1,12444,protein,111
AKN63312.1_12387,AKN63312.1,12387,protein,111
AAR98395.1_12017,AAR98395.1,12017,protein,111
QFU14599.1_51,QFU14599.1,51,protein,111
AFV50330.1_11893,AFV50330.1,11893,protein,111
ABY47799.1_12401,ABY47799.1,12401,protein,111
AFV50325.1_11893,AFV50325.1,11893,protein,111
AKO62815.1_11962,AKO62815.1,11962,protein,111
AJK91690.1_12411,AJK91690.1,12411,protein,111
UBZ25576.1_12431,UBZ25576.1,12431,protein,111
AAP50608.1_101,AAP50608.1,101,protein,111
AAL89376.1_12435,AAL89376.1,12435,protein,111
AFV50442.1_11893,AFV50442.1,11893,protein,111
AJK91738.1_12411,AJK91738.1,12411,protein,111
ABX56102.1_4503,ABX56102.1,4503,protein,111
AAA65363.1_11957,AAA65363.1,11957,protein,111
AST09270.1_11992,AST09270.1,11992,protein,111
AAC97819.1_12053,AAC97819.1,12053,protein,111
AQQ80318.1_12389,AQQ80318.1,12389,protein,111
UOQ18904.1_12365,UOQ18904.1,12365,protein,111
AAK57180.1_117,AAK57180.1,117,protein,111
AOO54476.1_11976,AOO54476.1,11976,protein,111
QOE74385.1_112,QOE74385.1,112,protein,111
CAG17479.1_12723,CAG17479.1,12723,protein,111
ANK58073.1_11931,ANK58073.1,11931,protein,111
APY28361.1_12117,APY28361.1,12117,protein,111
ABQ43526.1_12028,ABQ43526.1,12028,protein,111
ARD71423.1_53,ARD71423.1,53,protein,111
AXN74871.1_12005,AXN74871.1,12005,protein,111
AOO54505.1_11976,AOO54505.1,11976,protein,111
AEN03647.1_11993,AEN03647.1,11993,protein,111
AUO15178.1_12445,AUO15178.1,12445,protein,111
CBH29234.1_11958,CBH29234.1,11958,protein,111
AYN44985.1_12324,AYN44985.1,12324,protein,111
ADD73830.1_12359,ADD73830.1,12359,protein,111
AJR29209.1_11927,AJR29209.1,11927,protein,111
AGA16161.1_12381,AGA16161.1,12381,protein,111
AAC97702.1_12053,AAC97702.1,12053,protein,111
AAX82328.1_11902,AAX82328.1,11902,protein,111
ABO37359.1_11891,ABO37359.1,11891,protein,111
QEA08647.1_8916,QEA08647.1,8916,protein,111
CAA49005.1_12014,CAA49005.1,12014,protein,111
AAQ73461.1_9180,AAQ73461.1,9180,protein,111
AAW51798.1_12727,AAW51798.1,12727,protein,111
QAT90316.1_12375,QAT90316.1,12375,protein,111
AAW51797.1_12727,AAW51797.1,12727,protein,111
AAC42154.1_9182,AAC42154.1,9182,protein,111
AHD25583.1_12336,AHD25583.1,12336,protein,111
AAF33547.1_12376,AAF33547.1,12376,protein,111
ASQ42950.1_11917,ASQ42950.1,11917,protein,111
ATU83599.1_12444,ATU83599.1,12444,protein,111
CAA52477.1_4554,CAA52477.1,4554,protein,111
AUO15265.1_12445,AUO15265.1,12445,protein,111
CAA52568.1_4557,CAA52568.1,4557,protein,111
AKR04236.1_12023,AKR04236.1,12023,protein,111
AAF17928.1_11998,AAF17928.1,11998,protein,111
AFV50306.1_11893,AFV50306.1,11893,protein,111
AAM13534.1_12007,AAM13534.1,12007,protein,111
AEQ32160.1_102,AEQ32160.1,102,protein,111
AAP85671.1_12386,AAP85671.1,12386,protein,111
UNP42125.1_8907,UNP42125.1,8907,protein,111
BAF45536.1_12760,BAF45536.1,12760,protein,111
QEA08658.1_8908,QEA08658.1,8908,protein,111
ATU83597.1_12444,ATU83597.1,12444,protein,111
UNP42115.1_8909,UNP42115.1,8909,protein,111
AXU41631.1_12374,AXU41631.1,12374,protein,111
CCU55721.1_12041,CCU55721.1,12041,protein,111
ABL75978.1_12363,ABL75978.1,12363,protein,111
AGR57088.1_12337,AGR57088.1,12337,protein,111
ATA58299.1_145,ATA58299.1,145,protein,111
ABO37310.1_11891,ABO37310.1,11891,protein,111
ATU83596.1_12444,ATU83596.1,12444,protein,111
AAR83629.1_11977,AAR83629.1,11977,protein,111
ATU83594.1_12444,ATU83594.1,12444,protein,111
CAD2068496.1_11961,CAD2068496.1,11961,protein,111
AAP29877.1_12335,AAP29877.1,12335,protein,111
CCV02544.1_11949,CCV02544.1,11949,protein,111
AAK82208.1_11950,AAK82208.1,11950,protein,111
ANC97700.1_8580,ANC97700.1,8580,protein,111
AFX59890.1_12437,AFX59890.1,12437,protein,111
ARD71438.1_53,ARD71438.1,53,protein,111
ABY47727.1_12401,ABY47727.1,12401,protein,111
AAR31563.1_100,AAR31563.1,100,protein,111
AOP31768.1_12015,AOP31768.1,12015,protein,111
AFX83473.1_110,AFX83473.1,110,protein,111
ABK35055.1_12234,ABK35055.1,12234,protein,111
QHB21760.1_12328,QHB21760.1,12328,protein,111
AFX83419.1_110,AFX83419.1,110,protein,111
AAA84976.1_12094,AAA84976.1,12094,protein,111
AAR31642.1_100,AAR31642.1,100,protein,111
AWM67184.1_12446,AWM67184.1,12446,protein,111
CCV02020.1_11943,CCV02020.1,11943,protein,111
BAF45646.1_12759,BAF45646.1,12759,protein,111
AHH54256.1_10132,AHH54256.1,10132,protein,111
AVP32823.1_6585,AVP32823.1,6585,protein,111
ANS71140.1_12022,ANS71140.1,12022,protein,111
ALS54305.1_10130,ALS54305.1,10130,protein,111
AGZ20420.1_12632,AGZ20420.1,12632,protein,111
AAL86457.1_4757,AAL86457.1,4757,protein,111
CCU56023.1_12045,CCU56023.1,12045,protein,111
CAN10483.1_11963,CAN10483.1,11963,protein,111
ACD03553.1_12419,ACD03553.1,12419,protein,111
ABM45726.1_12379,ABM45726.1,12379,protein,111
ATU83598.1_12444,ATU83598.1,12444,protein,111
AOP31856.1_12015,AOP31856.1,12015,protein,111
AOC55268.1_4483,AOC55268.1,4483,protein,111
AAB63399.1_10128,AAB63399.1,10128,protein,111
AJP09014.1_11892,AJP09014.1,11892,protein,111
AVA31140.1_12369,AVA31140.1,12369,protein,112
AAK85653.1_12346,AAK85653.1,12346,protein,112
QHR78553.1_11900,QHR78553.1,11900,protein,112
ABG25816.1_33,ABG25816.1,33,protein,112
ABM45832.1_12379,ABM45832.1,12379,protein,112
BAO49400.1_12030,BAO49400.1,12030,protein,112
ATU83593.1_12444,ATU83593.1,12444,protein,112
BAF45661.1_12759,BAF45661.1,12759,protein,112
AAO89490.1_12013,AAO89490.1,12013,protein,112
ABM45750.1_12379,ABM45750.1,12379,protein,112
AAC97626.1_12053,AAC97626.1,12053,protein,112
AXU41640.1_12374,AXU41640.1,12374,protein,112
AFJ20404.1_37,AFJ20404.1,37,protein,112
ATY70259.1_12420,ATY70259.1,12420,protein,112
AFV26924.1_72,AFV26924.1,72,protein,112
QOD40038.1_12404,QOD40038.1,12404,protein,112
AYN44999.1_12324,AYN44999.1,12324,protein,112
AIX03666.1_12434,AIX03666.1,12434,protein,112
AAM95036.1_12321,AAM95036.1,12321,protein,112
QHR78554.1_11900,QHR78554.1,11900,protein,112
AXU41573.1_12322,AXU41573.1,12322,protein,112
CCU55783.1_12041,CCU55783.1,12041,protein,112
CCU55602.1_12041,CCU55602.1,12041,protein,112
BAF45756.1_12759,BAF45756.1,12759,protein,112
ARR28830.1_35,ARR28830.1,35,protein,112
AAG14280.1_54,AAG14280.1,54,protein,112
ACH69373.1_12406,ACH69373.1,12406,protein,112
CCU55604.1_12041,CCU55604.1,12041,protein,112
CCU55854.1_12041,CCU55854.1,12041,protein,112
AAA66667.1_12329,AAA66667.1,12329,protein,112
AAR83605.1_11977,AAR83605.1,11977,protein,112
AKS26448.1_12060,AKS26448.1,12060,protein,112
AAU11059.1_11898,AAU11059.1,11898,protein,112
AIS92037.1_12399,AIS92037.1,12399,protein,112
ATU83592.1_12444,ATU83592.1,12444,protein,112
AEV91374.1_64,AEV91374.1,64,protein,112
AAT00003.1_159,AAT00003.1,159,protein,112
AAK84983.1_11990,AAK84983.1,11990,protein,112
AFV09328.1_10187,AFV09328.1,10187,protein,112
AAA66836.1_4636,AAA66836.1,4636,protein,112
AEW69621.1_12428,AEW69621.1,12428,protein,112
ACN88097.1_12174,ACN88097.1,12174,protein,112
BAO49585.1_12030,BAO49585.1,12030,protein,112
AAS18150.1_11937,AAS18150.1,11937,protein,112
QYC92769.1_12382,QYC92769.1,12382,protein,112
AOW41463.1_12412,AOW41463.1,12412,protein,112
QJQ28697.1_9927,QJQ28697.1,9927,protein,112
AKR04240.1_12023,AKR04240.1,12023,protein,112
AFX59478.1_12437,AFX59478.1,12437,protein,112
CCU56155.1_12045,CCU56155.1,12045,protein,112
AAC59102.1_12368,AAC59102.1,12368,protein,112
ATU83591.1_12444,ATU83591.1,12444,protein,112
AAL89025.1_12435,AAL89025.1,12435,protein,112
ATY70260.1_12420,ATY70260.1,12420,protein,112
AAF33563.1_12376,AAF33563.1,12376,protein,112
AEQ77066.1_63,AEQ77066.1,63,protein,112
AID46802.1_11982,AID46802.1,11982,protein,112
ASZ85093.1_11948,ASZ85093.1,11948,protein,112
AWM67212.1_12446,AWM67212.1,12446,protein,112
AAC63712.1_12331,AAC63712.1,12331,protein,112
YP_094054.1_12135,YP_094054.1,12135,protein,112
UOQ18860.1_12365,UOQ18860.1,12365,protein,112
ASF89968.1_12018,ASF89968.1,12018,protein,112
AIS92131.1_12399,AIS92131.1,12399,protein,112
ATE87130.1_11947,ATE87130.1,11947,protein,112
AAS18129.1_11937,AAS18129.1,11937,protein,112
BAO49393.1_12030,BAO49393.1,12030,protein,112
ABQ52017.1_12410,ABQ52017.1,12410,protein,112
AKN80689.1_12370,AKN80689.1,12370,protein,112
AEI00188.1_55,AEI00188.1,55,protein,112
AAZ38218.1_12317,AAZ38218.1,12317,protein,112
AMF83823.1_12394,AMF83823.1,12394,protein,112
AAF97875.1_4474,AAF97875.1,4474,protein,112
AAF99257.1_109,AAF99257.1,109,protein,112
ACX83611.1_8931,ACX83611.1,8931,protein,112
CCU55363.1_12038,CCU55363.1,12038,protein,112
APA31995.1_12578,APA31995.1,12578,protein,112
BBB06530.1_151,BBB06530.1,151,protein,112
CCD83228.1_12024,CCD83228.1,12024,protein,112
ATE87050.1_11947,ATE87050.1,11947,protein,112
AEI00280.1_55,AEI00280.1,55,protein,112
QEG54113.1_48,QEG54113.1,48,protein,112
CCV02093.1_11943,CCV02093.1,11943,protein,112
AFL64899.1_12360,AFL64899.1,12360,protein,112
AFX83461.1_110,AFX83461.1,110,protein,112
ABF82142.1_11944,ABF82142.1,11944,protein,112
AOW41361.1_12412,AOW41361.1,12412,protein,112
AAK82084.1_11950,AAK82084.1,11950,protein,112
ASZ85009.1_11948,ASZ85009.1,11948,protein,112
ACO25237.1_11918,ACO25237.1,11918,protein,112
ATZ81498.1_12421,ATZ81498.1,12421,protein,112
AOT85603.1_12343,AOT85603.1,12343,protein,112
AAU10966.1_11898,AAU10966.1,11898,protein,112
BAB19324.1_12596,BAB19324.1,12596,protein,112
APZ76312.1_122,APZ76312.1,122,protein,112
AIZ77256.1_12021,AIZ77256.1,12021,protein,112
AAG02955.1_12039,AAG02955.1,12039,protein,112
APA34846.1_6567,APA34846.1,6567,protein,112
AIF76276.1_6284,AIF76276.1,6284,protein,112
ANS71096.1_12022,ANS71096.1,12022,protein,112
AGE89947.1_12377,AGE89947.1,12377,protein,112
AOT85554.1_12343,AOT85554.1,12343,protein,112
AOC55248.1_11899,AOC55248.1,11899,protein,112
ACO53567.1_12348,ACO53567.1,12348,protein,112
AGR56867.1_12352,AGR56867.1,12352,protein,112
AIX03692.1_12434,AIX03692.1,12434,protein,112
ABA47250.1_12097,ABA47250.1,12097,protein,112
AAL73724.1_12006,AAL73724.1,12006,protein,112
CCU56473.1_12049,CCU56473.1,12049,protein,112
AAU06358.1_10183,AAU06358.1,10183,protein,112
AXQ65765.1_12591,AXQ65765.1,12591,protein,112
AEV80387.1_99,AEV80387.1,99,protein,112
CCU56370.1_12049,CCU56370.1,12049,protein,112
AAL01779.1_12378,AAL01779.1,12378,protein,112
ALN66610.1_12438,ALN66610.1,12438,protein,112
ALA62412.1_11988,ALA62412.1,11988,protein,112
ADD10468.1_108,ADD10468.1,108,protein,112
AAG14259.1_54,AAG14259.1,54,protein,112
AAZ38200.1_12317,AAZ38200.1,12317,protein,112
BAJ77117.1_6581,BAJ77117.1,6581,protein,112
AAK77701.1_12436,AAK77701.1,12436,protein,112
BAJ61826.1_6582,BAJ61826.1,6582,protein,112
AKN80644.1_12370,AKN80644.1,12370,protein,112
ABE68423.1_12330,ABE68423.1,12330,protein,112
AAS18049.1_11937,AAS18049.1,11937,protein,112
AAO89287.1_12013,AAO89287.1,12013,protein,112
AAT71832.1_11904,AAT71832.1,11904,protein,112
CAL44637.1_11894,CAL44637.1,11894,protein,112
AAN04360.1_12427,AAN04360.1,12427,protein,112
AAL73719.1_12006,AAL73719.1,12006,protein,112
AUO15084.1_12445,AUO15084.1,12445,protein,112
AAN28128.1_12373,AAN28128.1,12373,protein,112
ACQ57219.1_12332,ACQ57219.1,12332,protein,112
CCV02402.1_11949,CCV02402.1,11949,protein,112
AJL34013.1_11966,AJL34013.1,11966,protein,113
CAN10405.1_11963,CAN10405.1,11963,protein,113
AIY22407.1_11964,AIY22407.1,11964,protein,113
AAQ96383.1_12417,AAQ96383.1,12417,protein,113
AYN45034.1_12324,AYN45034.1,12324,protein,113
APO13989.1_12408,APO13989.1,12408,protein,113
AOW41439.1_12412,AOW41439.1,12412,protein,113
AAQ11081.1_12362,AAQ11081.1,12362,protein,113
AKS26371.1_12060,AKS26371.1,12060,protein,113
ABM05434.1_12363,ABM05434.1,12363,protein,113
AAQ11065.1_12362,AAQ11065.1,12362,protein,113
AOW41368.1_12412,AOW41368.1,12412,protein,113
ARD71318.1_53,ARD71318.1,53,protein,113
AZB49245.1_143,AZB49245.1,143,protein,113
AIY53913.1_8589,AIY53913.1,8589,protein,113
ABS76419.1_12327,ABS76419.1,12327,protein,113
BAF45763.1_12759,BAF45763.1,12759,protein,113
AAT00107.1_159,AAT00107.1,159,protein,113
ASH99113.1_12656,ASH99113.1,12656,protein,113
AAM09170.1_12361,AAM09170.1,12361,protein,113
BAO49474.1_12030,BAO49474.1,12030,protein,113
QHB21783.1_12328,QHB21783.1,12328,protein,113
AAM09154.1_12361,AAM09154.1,12361,protein,113
AUO15306.1_12445,AUO15306.1,12445,protein,113
ADT91140.1_12016,ADT91140.1,12016,protein,113
AAF05148.1_12413,AAF05148.1,12413,protein,113
ABG25685.1_34,ABG25685.1,34,protein,113
ABE68434.1_12330,ABE68434.1,12330,protein,113
AFX59707.1_12437,AFX59707.1,12437,protein,113
BAC67285.1_12315,BAC67285.1,12315,protein,113
AAC70273.1_12358,AAC70273.1,12358,protein,113
AFX59821.1_12437,AFX59821.1,12437,protein,113
AAC97701.1_12053,AAC97701.1,12053,protein,113
BBB06477.1_151,BBB06477.1,151,protein,113
AYN64694.1_12004,AYN64694.1,12004,protein,113
ACH96171.1_12424,ACH96171.1,12424,protein,113
CBY88385.1_12168,CBY88385.1,12168,protein,113
AFL64891.1_12360,AFL64891.1,12360,protein,113
AAY32856.1_4814,AAY32856.1,4814,protein,113
AAC95596.1_154,AAC95596.1,154,protein,113
AUA60247.1_12366,AUA60247.1,12366,protein,113
AFL64905.1_12360,AFL64905.1,12360,protein,113
AAR28869.1_12356,AAR28869.1,12356,protein,113
AFX59751.1_12437,AFX59751.1,12437,protein,113
AAA66678.1_12329,AAA66678.1,12329,protein,113
AAC70330.1_12358,AAC70330.1,12358,protein,113
AAP85667.1_12386,AAP85667.1,12386,protein,113
AAF44539.1_11979,AAF44539.1,11979,protein,113
AAD38972.1_4525,AAD38972.1,4525,protein,113
AAF33625.1_12376,AAF33625.1,12376,protein,113
AID46924.1_11982,AID46924.1,11982,protein,113
AAR83615.1_11977,AAR83615.1,11977,protein,113
ATI20964.1_12001,ATI20964.1,12001,protein,113
AID46935.1_11982,AID46935.1,11982,protein,113
AAL89301.1_12435,AAL89301.1,12435,protein,113
AJR28472.1_8927,AJR28472.1,8927,protein,113
AKR17510.1_12405,AKR17510.1,12405,protein,113
AJP09019.1_11892,AJP09019.1,11892,protein,113
ATU83588.1_12444,ATU83588.1,12444,protein,113
QAT90330.1_12375,QAT90330.1,12375,protein,113
AGO14472.1_12729,AGO14472.1,12729,protein,113
ARR28903.1_35,ARR28903.1,35,protein,113
AAL89254.1_12435,AAL89254.1,12435,protein,113
AAM95049.1_12321,AAM95049.1,12321,protein,113
AOC55154.1_11899,AOC55154.1,11899,protein,113
AAF15048.1_11997,AAF15048.1,11997,protein,113
AOC55238.1_11899,AOC55238.1,11899,protein,113
AOT85590.1_12343,AOT85590.1,12343,protein,113
ATU83590.1_12444,ATU83590.1,12444,protein,113
ANS71216.1_12022,ANS71216.1,12022,protein,113
AAB00739.1_11769,AAB00739.1,11769,protein,113
AAF17993.1_11998,AAF17993.1,11998,protein,113
CCV01712.1_11940,CCV01712.1,11940,protein,113
AUD40121.1_11978,AUD40121.1,11978,protein,113
QDL56959.1_12344,QDL56959.1,12344,protein,113
AAM95028.1_12321,AAM95028.1,12321,protein,113
BAF45658.1_12759,BAF45658.1,12759,protein,113
AMR44602.1_9913,AMR44602.1,9913,protein,113
CCV01880.1_11941,CCV01880.1,11941,protein,113
ABY47723.1_12401,ABY47723.1,12401,protein,113
AXU41659.1_12374,AXU41659.1,12374,protein,113
AAA79312.1_4497,AAA79312.1,4497,protein,113
AHY61297.1_6583,AHY61297.1,6583,protein,113
AOR52321.1_6584,AOR52321.1,6584,protein,113
AHH82667.1_12333,AHH82667.1,12333,protein,113
CAG17434.1_12723,CAG17434.1,12723,protein,113
AAW79174.1_8869,AAW79174.1,8869,protein,113
AAB06367.1_119,AAB06367.1,119,protein,113
CAG17425.1_12723,CAG17425.1,12723,protein,113
AID46692.1_11983,AID46692.1,11983,protein,113
ABG42981.1_39,ABG42981.1,39,protein,113
AID46703.1_11983,AID46703.1,11983,protein,113
AAZ38236.1_12317,AAZ38236.1,12317,protein,113
AXP32061.1_9642,AXP32061.1,9642,protein,113
AEV80478.1_99,AEV80478.1,99,protein,113
QBQ01624.1_12402,QBQ01624.1,12402,protein,113
AAF14998.1_11997,AAF14998.1,11997,protein,113
UBZ25643.1_12430,UBZ25643.1,12430,protein,113
ATU83587.1_12444,ATU83587.1,12444,protein,113
AAF14889.1_11997,AAF14889.1,11997,protein,113
BAF45681.1_12759,BAF45681.1,12759,protein,113
AAN28159.1_12373,AAN28159.1,12373,protein,113
ATU83586.1_12444,ATU83586.1,12444,protein,113
CAG18168.1_12723,CAG18168.1,12723,protein,113
ACU68609.1_6529,ACU68609.1,6529,protein,113
ABD97576.1_12012,ABD97576.1,12012,protein,113
ARR28860.1_35,ARR28860.1,35,protein,113
ANF29740.1_12334,ANF29740.1,12334,protein,113
AAN28131.1_12373,AAN28131.1,12373,protein,113
AAL89372.1_12435,AAL89372.1,12435,protein,113
ABO37209.1_11891,ABO37209.1,11891,protein,113
AHH82714.1_12333,AHH82714.1,12333,protein,113
CCU55569.1_12041,CCU55569.1,12041,protein,113
AHL67596.1_11939,AHL67596.1,11939,protein,113
QHR78552.1_11900,QHR78552.1,11900,protein,113
AAF99211.1_109,AAF99211.1,109,protein,113
ACH69382.1_12406,ACH69382.1,12406,protein,113
AFR76816.1_4633,AFR76816.1,4633,protein,113
ALA62509.1_11988,ALA62509.1,11988,protein,113
AXS67678.1_12342,AXS67678.1,12342,protein,113
ATU83589.1_12444,ATU83589.1,12444,protein,113
AAU11029.1_11898,AAU11029.1,11898,protein,113
CCU55812.1_12041,CCU55812.1,12041,protein,113
AAL33445.1_12434,AAL33445.1,12434,protein,113
AJL34178.1_11967,AJL34178.1,11967,protein,113
AWW14413.1_12354,AWW14413.1,12354,protein,113
ABV27564.1_4637,ABV27564.1,4637,protein,113
ACH69459.1_12406,ACH69459.1,12406,protein,113
AAL89103.1_12435,AAL89103.1,12435,protein,113
AGK27149.1_12276,AGK27149.1,12276,protein,113
AYP97976.1_12425,AYP97976.1,12425,protein,113
CCU55902.1_12041,CCU55902.1,12041,protein,113
BAE72417.1_12353,BAE72417.1,12353,protein,113
AJD09234.1_12341,AJD09234.1,12341,protein,113
AMB17063.1_69,AMB17063.1,69,protein,113
AGO14399.1_12729,AGO14399.1,12729,protein,113
ATI21128.1_12000,ATI21128.1,12000,protein,113
SCO83537.1_57,SCO83537.1,57,protein,113
AIZ77268.1_12021,AIZ77268.1,12021,protein,113
AAQ91751.1_12319,AAQ91751.1,12319,protein,113
AUQ44020.1_12426,AUQ44020.1,12426,protein,113
AID46763.1_11982,AID46763.1,11982,protein,113
AAL33376.1_12434,AAL33376.1,12434,protein,113
AVA31158.1_12369,AVA31158.1,12369,protein,113
ARS01705.1_67,ARS01705.1,67,protein,113
AUD40293.1_11978,AUD40293.1,11978,protein,113
AYP28953.1_12674,AYP28953.1,12674,protein,113
AKN80786.1_12397,AKN80786.1,12397,protein,113
AAF44530.1_11979,AAF44530.1,11979,protein,113
AUD40304.1_11978,AUD40304.1,11978,protein,113
AFQ90260.1_4634,AFQ90260.1,4634,protein,113
AAK70698.1_12396,AAK70698.1,12396,protein,113
AAL33332.1_12434,AAL33332.1,12434,protein,113
ATU83584.1_12444,ATU83584.1,12444,protein,114
AAG27408.1_12409,AAG27408.1,12409,protein,114
AEI00231.1_55,AEI00231.1,55,protein,114
AID57414.1_4906,AID57414.1,4906,protein,114
AAF44447.1_11979,AAF44447.1,11979,protein,114
ANC96587.1_121,ANC96587.1,121,protein,114
QEI03690.1_12372,QEI03690.1,12372,protein,114
CAG17485.1_12723,CAG17485.1,12723,protein,114
ATI21079.1_12001,ATI21079.1,12001,protein,114
ARR28829.1_35,ARR28829.1,35,protein,114
ACZ63521.1_12390,ACZ63521.1,12390,protein,114
AAK57134.1_117,AAK57134.1,117,protein,114
UBZ25549.1_12431,UBZ25549.1,12431,protein,114
AAU88101.1_62,AAU88101.1,62,protein,114
AWD33715.1_4470,AWD33715.1,4470,protein,114
AAK70732.1_12396,AAK70732.1,12396,protein,114
ABF47414.1_12340,ABF47414.1,12340,protein,114
BAA93584.1_12555,BAA93584.1,12555,protein,114
ACN88130.1_12174,ACN88130.1,12174,protein,114
AIU39337.1_59,AIU39337.1,59,protein,114
AID46613.1_11983,AID46613.1,11983,protein,114
CAA58360.1_118,CAA58360.1,118,protein,114
AAW33342.1_12156,AAW33342.1,12156,protein,114
AVM87371.1_8862,AVM87371.1,8862,protein,114
ATY70258.1_12420,ATY70258.1,12420,protein,114
AAK70703.1_12396,AAK70703.1,12396,protein,114
QBQ01682.1_12402,QBQ01682.1,12402,protein,114
